N_agents,x_ini,a_i,a_1,mu,sigma,time_steps,N_simulations,gamma_1,gamma_1_def,gamma_1_rel,error,rel_error
3,1.0,0.5,1.34,1.0,0.1,10000,100,-0.20044859757130987,-0.4918445839944751,0.29139598642316544,0.010250468125762384,0.03517710813928867
4,1.0,0.5,0.14,1.0,0.1,10000,100,-0.185731670870183,-0.530541752238426,0.3448100813682431,0.005534036483801747,0.01604952054140094
4,1.0,0.5,0.42,1.0,0.1,10000,100,-0.1270348759146237,-0.49631062344092786,0.36927574752630415,0.008216159090632901,0.022249387200949745
4,1.0,0.5,0.7000000000000001,1.0,0.1,10000,100,-0.1340372482701724,-0.5079151865493784,0.37387793827920596,0.008991882695809722,0.0240503163604554
2,1.0,0.5,1.46,1.0,0.1,10000,500,-0.32145997779268565,-0.5087891480430327,0.18732917025034698,0.0049443759682894885,0.026394052574309795
2,1.0,0.5,0.02,1.0,0.1,10000,500,-0.4602642590989088,-0.5057562640547804,0.04549200495587163,0.00027441850362121137,0.006032235859628613
2,1.0,0.5,0.98,1.0,0.1,10000,500,-0.2812736275918026,-0.5077424640277431,0.2264688364359406,0.004350312429433892,0.0192093203546106
2,1.0,0.5,0.26,1.0,0.1,10000,500,-0.27419339075338345,-0.5051522089230233,0.2309588181696399,0.002255279099407479,0.009764853826672122
2,1.0,0.5,1.22,1.0,0.1,10000,500,-0.3047642975258104,-0.5045128502651436,0.19974855273933315,0.004392990140835834,0.021992600600058292
3,1.0,0.5,0.22,1.0,0.1,10000,500,-0.19263602277428502,-0.5065194566577667,0.3138834338834816,0.002666829606016645,0.008496241974358588
2,1.0,0.5,0.74,1.0,0.1,10000,500,-0.2631351774259839,-0.5056714423131187,0.24253626488713478,0.0038438310273875573,0.01584847952192345
2,1.0,0.5,0.5,1.0,0.1,10000,500,-0.25252445394223527,-0.5062027802788361,0.2536783263366008,0.0031461453281311016,0.012402105349577808
2,1.0,0.5,1.0,1.0,0.1,10000,500,-0.28362717345178884,-0.511186510816751,0.22755933736496217,0.004253240517192833,0.01869068774080423
2,1.0,0.5,1.48,1.0,0.1,10000,500,-0.3183391805133585,-0.5114667345742612,0.1931275540609025,0.0047449401284405494,0.024568944351380535
2,1.0,0.5,0.28,1.0,0.1,10000,500,-0.2706407062321048,-0.5069776361061672,0.23633692987406238,0.0022699444821519094,0.009604696495640786
2,1.0,0.5,0.04,1.0,0.1,10000,500,-0.4238546048408415,-0.5021232810322157,0.07826867619137426,0.0005069291523676446,0.006476781990385978
2,1.0,0.5,1.24,1.0,0.1,10000,500,-0.300415844104053,-0.5067359286370573,0.20632008453300427,0.004510855778106531,0.02186338663207045
2,1.0,0.5,0.76,1.0,0.1,10000,500,-0.2688527525737926,-0.502938382004078,0.23408562943028546,0.004028352116301711,0.01720888260465139
2,1.0,0.5,0.52,1.0,0.1,10000,500,-0.24915113586408644,-0.505182113507822,0.2560309776437356,0.003306931900629895,0.012916139800987112
3,1.0,0.5,0.24,1.0,0.1,10000,500,-0.19214083827569053,-0.5117145267296062,0.31957368845391576,0.0028521240503606355,0.008924777456364111
3,1.0,0.5,0.02,1.0,0.1,10000,500,-0.42095426897590893,-0.5058691227011991,0.08491485372529008,0.00045955944548905364,0.005412003028066027
2,1.0,0.5,1.02,1.0,0.1,10000,500,-0.2855613893011466,-0.5094258567337066,0.22386446743256,0.004266174167933974,0.019056950917050626
2,1.0,0.5,0.3,1.0,0.1,10000,500,-0.26245059081639094,-0.5014772695379591,0.23902667872156827,0.0024096926856909916,0.010081270837963395
2,1.0,0.5,0.06,1.0,0.1,10000,500,-0.4020749311108026,-0.5079947626481289,0.10591983153732623,0.0007256220517575515,0.006850672260575129
2,1.0,0.5,0.54,1.0,0.1,10000,500,-0.25250162894169215,-0.5092785129625629,0.2567768840208707,0.0031465328480624623,0.012253956815702748
2,1.0,0.5,1.26,1.0,0.1,10000,500,-0.30099040184149095,-0.5103099694146201,0.2093195675731292,0.004884868946318856,0.02333689584282295
2,1.0,0.5,0.78,1.0,0.1,10000,500,-0.26408666611727133,-0.5100979420111323,0.24601127589386096,0.0036528182784416265,0.014848174195143792
3,1.0,0.5,0.26,1.0,0.1,10000,500,-0.18628463865647482,-0.5119362439035066,0.3256516052470318,0.0028646277231342723,0.008796602494746592
2,1.0,0.5,1.04,1.0,0.1,10000,500,-0.2868732599825542,-0.500318500438902,0.2134452404563479,0.00413350569361792,0.019365649403942888
3,1.0,0.5,0.04,1.0,0.1,10000,500,-0.3701854219032696,-0.5100519967755848,0.1398665748723152,0.0008450024445150957,0.006041489507314396
2,1.0,0.5,0.32,1.0,0.1,10000,500,-0.27023364324976795,-0.5192642178750803,0.24903057462531217,0.0024769426158611336,0.00994633939863772
2,1.0,0.5,0.08,1.0,0.1,10000,500,-0.37184386294222393,-0.5013242268782685,0.12948036393604456,0.0009588696849754407,0.007405522009878379
2,1.0,0.5,0.56,1.0,0.1,10000,500,-0.2575140351818155,-0.5148918400846589,0.25737780490284345,0.0032341744829495213,0.012565863960843
2,1.0,0.5,0.8,1.0,0.1,10000,500,-0.2678418171619876,-0.5055393788937385,0.23769756173175086,0.0038539444464417852,0.016213647369219052
2,1.0,0.5,1.28,1.0,0.1,10000,500,-0.30429897115950316,-0.500431564165142,0.19613259300563884,0.0045190981134623645,0.023041035883987114
3,1.0,0.5,0.28,1.0,0.1,10000,500,-0.17442786992965123,-0.5041843972852985,0.3297565273556473,0.0028147525963168486,0.008535851038002642
2,1.0,0.5,1.06,1.0,0.1,10000,500,-0.2914860026684357,-0.5091277487856691,0.2176417461172335,0.004262602111907855,0.019585406696800665
3,1.0,0.5,0.06,1.0,0.1,10000,500,-0.32206567498654887,-0.5030630024667421,0.18099732748019318,0.0010986094517372658,0.006069755100983402
2,1.0,0.5,0.34,1.0,0.1,10000,500,-0.2590647728385026,-0.5069066596400076,0.24784188680150485,0.002525356292770029,0.01018938455222693
2,1.0,0.5,0.1,1.0,0.1,10000,500,-0.3556897356101702,-0.5045183960192053,0.14882866040903525,0.0010461218471984677,0.007029034893704913
2,1.0,0.5,0.8200000000000001,1.0,0.1,10000,500,-0.2735459187844731,-0.514445125602705,0.2408992068182318,0.0037911295682016115,0.015737409924567215
2,1.0,0.5,1.3,1.0,0.1,10000,500,-0.30766962567242606,-0.5090183216276801,0.20134869595525393,0.00470943585217352,0.023389452957868206
2,1.0,0.5,0.58,1.0,0.1,10000,500,-0.253087680050093,-0.5046478813933007,0.2515602013432076,0.003349178790247112,0.013313627403556471
3,1.0,0.5,0.3,1.0,0.1,10000,500,-0.17586400749649242,-0.505567708322418,0.3297037008259257,0.003028459790287206,0.009185398230898681
2,1.0,0.5,1.08,1.0,0.1,10000,500,-0.2931799150146807,-0.5103252028808021,0.2171452878661215,0.004261995610879085,0.01962739165450724
2,1.0,0.5,0.36,1.0,0.1,10000,500,-0.2563064217435219,-0.5043630275864218,0.2480566058428999,0.002726550732701266,0.010991647343703698
3,1.0,0.5,0.08,1.0,0.1,10000,500,-0.2923275531340781,-0.5061483281547421,0.21382077502066396,0.0014487405078598059,0.006775489929450482
2,1.0,0.5,0.12,1.0,0.1,10000,500,-0.3466180848964999,-0.5138397105100873,0.16722162561358736,0.0012988711713389598,0.007767363620422919
2,1.0,0.5,0.84,1.0,0.1,10000,500,-0.27404339537584627,-0.5093369786467428,0.23529358327089656,0.0039608270431196685,0.016833553163919122
2,1.0,0.5,1.32,1.0,0.1,10000,500,-0.3116231637279677,-0.5036153215713959,0.19199215784342807,0.004499860339816248,0.023437729907103487
2,1.0,0.5,0.6,1.0,0.1,10000,500,-0.25376682903167785,-0.5023420284260632,0.24857519939438538,0.0033877328882438162,0.013628603724335726
3,1.0,0.5,0.32,1.0,0.1,10000,500,-0.1701361392253049,-0.5068493452007915,0.33671320597548654,0.0032568527522278505,0.0096724829749177
2,1.0,0.5,1.1,1.0,0.1,10000,500,-0.28620416634429535,-0.501986222479591,0.21578205613529552,0.004378682166216818,0.02029215146356461
3,1.0,0.5,0.1,1.0,0.1,10000,500,-0.27275534222805664,-0.5126180404067638,0.2398626981787071,0.0016327717182332557,0.006807109778348182
2,1.0,0.5,0.38,1.0,0.1,10000,500,-0.2601151674396627,-0.5157173928435921,0.25560222540392935,0.002774127127042307,0.010853298020619115
2,1.0,0.5,0.14,1.0,0.1,10000,500,-0.32809504338370876,-0.5080733272935665,0.1799782839098575,0.0015032938199078178,0.008352640036621005
2,1.0,0.5,0.86,1.0,0.1,10000,500,-0.2696264054443135,-0.5048926613628699,0.23526625591855652,0.003957486018126593,0.016821307427515565
2,1.0,0.5,1.34,1.0,0.1,10000,500,-0.3154913719989077,-0.5135603803822328,0.1980690083833252,0.004493338339228653,0.02268572138520856
2,1.0,0.5,0.62,1.0,0.1,10000,500,-0.25532544449219663,-0.5052733992258076,0.24994795473361103,0.003433658144927949,0.013737492465531336
3,1.0,0.5,0.34,1.0,0.1,10000,500,-0.1722026942729514,-0.5026648894291066,0.3304621951561552,0.003196986593190483,0.009674288436169808
2,1.0,0.5,1.12,1.0,0.1,10000,500,-0.29713238507985257,-0.5106726206677346,0.213540235587882,0.004161209042657391,0.019486768061304567
3,1.0,0.5,0.12,1.0,0.1,10000,500,-0.2478837087578295,-0.5061360198040327,0.25825231104620305,0.0017736517105899651,0.006867902569408748
2,1.0,0.5,0.4,1.0,0.1,10000,500,-0.25385201727014484,-0.5067914703368174,0.2529394530666726,0.0028227087959130184,0.01115962243805824
2,1.0,0.5,0.16,1.0,0.1,10000,500,-0.3112284989878568,-0.5040772242469073,0.19284872525905042,0.001565265260219305,0.008116544499408594
2,1.0,0.5,0.88,1.0,0.1,10000,500,-0.2736193784041223,-0.5041274003937825,0.23050802198966006,0.004051306565181171,0.01757555563668366
2,1.0,0.5,0.64,1.0,0.1,10000,500,-0.2570446406875703,-0.5074917058796903,0.25044706519212007,0.0037218246856491706,0.014860723893067493
2,1.0,0.5,1.36,1.0,0.1,10000,500,-0.3148472422305606,-0.5030467811314354,0.18819953890087476,0.004885762394586225,0.025960543915889027
3,1.0,0.5,0.36,1.0,0.1,10000,500,-0.1673456664427687,-0.4995162731439112,0.3321706067011425,0.0031323452138457045,0.009429928930057046
2,1.0,0.5,1.1400000000000001,1.0,0.1,10000,500,-0.2933728549516286,-0.5036862466025396,0.210313391650911,0.004361789618251034,0.020739476378617665
3,1.0,0.5,0.14,1.0,0.1,10000,500,-0.2339585374139385,-0.509008994544523,0.2750504571305845,0.0019562144682988883,0.007112202207212275
2,1.0,0.5,0.42,1.0,0.1,10000,500,-0.2543563244041261,-0.5083388154662355,0.25398249106210946,0.0030541954226223486,0.012025220360073832
2,1.0,0.5,0.18,1.0,0.1,10000,500,-0.3076297866345136,-0.5134761571274001,0.2058463704928864,0.0017212375195058834,0.008361757923564484
2,1.0,0.5,0.9,1.0,0.1,10000,500,-0.2815017884143073,-0.5104874019434963,0.22898561352918897,0.004081595895081509,0.017824682660953394
2,1.0,0.5,0.66,1.0,0.1,10000,500,-0.2590833293786485,-0.5064671006158777,0.24738377123722927,0.0036788660324469044,0.01487108881091091
2,1.0,0.5,1.3800000000000001,1.0,0.1,10000,500,-0.3122538820070148,-0.5054948871255351,0.19324100511852035,0.0048252660982073476,0.024970197682670253
3,1.0,0.5,0.38,1.0,0.1,10000,500,-0.17455509904382335,-0.5177841722604547,0.3432290732166314,0.003533079209524567,0.010293647844029342
2,1.0,0.5,1.16,1.0,0.1,10000,500,-0.3016522009661925,-0.5150233660673623,0.21337116510116988,0.004574721878995331,0.02144020667847142
3,1.0,0.5,0.16,1.0,0.1,10000,500,-0.22273497207843276,-0.512360475638484,0.2896255035600511,0.0021664563339233315,0.007480198764588897
2,1.0,0.5,0.44,1.0,0.1,10000,500,-0.25226043176237706,-0.5024982035251019,0.2502377717627248,0.0032994303940475905,0.013185181320972225
2,1.0,0.5,0.2,1.0,0.1,10000,500,-0.29476091044165725,-0.5089104807318618,0.2141495702902046,0.0019296341086287255,0.009010684009376175
2,1.0,0.5,0.92,1.0,0.1,10000,500,-0.2791420389768305,-0.5134667545245765,0.234324715547746,0.004341389695398725,0.018527237663558044
2,1.0,0.5,0.68,1.0,0.1,10000,500,-0.2620863316849917,-0.5118553238376073,0.2497689921526157,0.003412460960208465,0.013662468390485228
