N_agents,sigma,steps,N_simulations,exponent,monopoly%,commune%,dynamic
10,0.1,10000,10,6.6,0.6297270272972704,0.30234976502349764,mixed
10,0.1,10000,10,6.65,0.8554744525547445,0.11171882811718828,mixed
10,0.1,10000,10,6.7,0.8246075392460753,0.13258674132586742,mixed
10,0.1,10000,10,6.75,0.9215178482151785,0.053484651534846515,monopoly
10,0.1,10000,10,6.8,0.954944505549445,0.026367363263673633,monopoly
10,0.1,10000,10,6.85,0.9415058494150583,0.03590640935906409,monopoly
10,0.1,10000,10,6.9,0.9561343865613438,0.025437456254374564,monopoly
10,0.1,10000,10,6.95,0.9247475252474752,0.04698530146985301,monopoly
10,0.1,10000,10,7.0,0.9614838516148385,0.01990800919908009,monopoly
10,0.1,10000,10,7.05,0.9665033496650336,0.01601839816018398,monopoly
10,0.1,10000,10,7.1,0.9636536346365363,0.01671832816718328,monopoly
10,0.1,10000,10,7.15,0.9758224177582241,0.010128987101289871,monopoly
10,0.1,10000,10,7.2,0.9671532846715328,0.014858514148585142,monopoly
10,0.1,10000,10,7.25,0.9738026197380261,0.009369063093690632,monopoly
10,0.1,10000,10,7.3,0.9772022797720228,0.008829117088291172,monopoly
10,0.1,10000,10,7.35,0.9779522047795222,0.006869313068693131,monopoly
10,0.1,10000,10,7.4,0.9795320467953207,0.007169283071692831,monopoly
10,0.1,10000,10,7.45,0.9768723127687231,0.00772922707729227,monopoly
10,0.1,10000,10,7.5,0.9788021197880212,0.0056294370562943695,monopoly
10,0.1,10000,10,7.55,0.9781921807819218,0.00564943505649435,monopoly
10,0.1,10000,10,7.6,0.9837416258374162,0.0031896810318968105,monopoly
10,0.1,10000,10,7.65,0.9806419358064193,0.00455954404559544,monopoly
10,0.1,10000,10,7.7,0.9845815418458154,0.0030596940305969403,monopoly
10,0.1,10000,10,7.75,0.9825017498250175,0.0033796620337966203,monopoly
10,0.1,10000,10,7.8,0.9831416858314169,0.00304969503049695,monopoly
10,0.1,10000,10,7.85,0.9825917408259175,0.0026297370262973706,monopoly
10,0.1,10000,10,7.9,0.9812918708129187,0.004649535046495351,monopoly
10,0.1,10000,10,7.95,0.983041695830417,0.00272972702729727,monopoly
10,0.1,10000,100,5.9,0.0,0.9527727227277276,commune
10,0.1,10000,100,5.95,0.0026047395260473953,0.9435406459354067,commune
10,0.1,10000,100,6.0,0.019557044295570442,0.9220507949205085,commune
10,0.1,10000,100,6.05,0.008082191780821918,0.9268883111688829,commune
10,0.1,10000,100,6.1,0.023522647735226478,0.9058364163583649,commune
10,0.1,10000,100,6.15,0.03116188381161884,0.8922197780221977,mixed
10,0.1,10000,100,6.2,0.09084391560843913,0.8287851214878508,mixed
10,0.1,10000,100,6.25,0.15057794220577944,0.7657724227577244,mixed
10,0.1,10000,100,6.3,0.18901509849015097,0.7236546345365464,mixed
10,0.1,10000,100,6.35,0.2801679832016798,0.6337296270372963,mixed
10,0.1,10000,100,6.4,0.36787421257874214,0.5489011098890111,mixed
10,0.1,10000,100,6.45,0.46042295770422936,0.4598590140985902,mixed
10,0.1,10000,100,6.5,0.6263493650634936,0.31244375562443755,mixed
10,0.1,10000,100,6.55,0.7129177082291771,0.2334696530346965,mixed
10,0.1,10000,100,6.6,0.7197700229977002,0.2257674232576743,mixed
10,0.1,10000,100,6.65,0.7690590940905908,0.18157684231576837,mixed
10,0.1,10000,100,6.7,0.8438986101389858,0.11790320967903209,mixed
10,0.1,10000,100,6.75,0.886989301069893,0.08116688331166884,mixed
10,0.1,10000,100,6.8,0.9129757024297571,0.05892810718928109,monopoly
10,0.1,10000,100,6.85,0.9221897810218981,0.05117988201179883,monopoly
10,0.1,10000,100,6.9,0.9401579842015798,0.03669133086691331,monopoly
10,0.1,10000,100,6.95,0.9477762223777626,0.030570942905709417,monopoly
20,0.1,10000,5,10.0,0.0,0.9979802019798021,commune
20,0.1,10000,5,10.1,0.0,0.9978402159784021,commune
20,0.1,10000,5,10.2,0.0,0.9958804119588042,commune
20,0.1,10000,5,10.3,0.0,0.9965403459654034,commune
20,0.1,10000,5,10.4,0.0,0.9955604439556044,commune
20,0.1,10000,5,10.5,0.0,0.9945805419458054,commune
20,0.1,10000,5,10.6,0.0,0.9943005699430056,commune
20,0.1,10000,5,10.7,0.0,0.9931406859314068,commune
20,0.1,10000,5,10.8,0.0,0.9924407559244075,commune
20,0.1,10000,5,10.9,0.0,0.9894610538946106,commune
20,0.1,10000,5,11.0,0.0,0.9900409959004101,commune
20,0.1,10000,5,11.1,0.0,0.9894810518948105,commune
20,0.1,10000,5,11.2,0.0,0.9861413858614139,commune
20,0.1,10000,5,11.3,0.0,0.9837016298370163,commune
20,0.1,10000,5,11.4,0.0,0.9819818018198181,commune
20,0.1,10000,5,11.5,0.0,0.9790620937906208,commune
20,0.1,10000,5,11.6,0.0,0.974942505749425,commune
20,0.1,10000,5,11.7,0.0,0.9717028297170283,commune
20,0.1,10000,5,11.8,0.0,0.9685431456854314,commune
20,0.1,10000,5,11.9,0.0,0.9668833116688329,commune
20,0.1,10000,5,12.0,0.0,0.9624437556244375,commune
20,0.1,10000,5,12.1,0.06505349465053495,0.8899510048995101,mixed
20,0.1,10000,5,12.2,0.0,0.9556444355564444,commune
20,0.1,10000,5,12.3,0.0,0.9462653734626538,commune
20,0.1,10000,5,12.4,0.0,0.9416258374162585,commune
20,0.1,10000,5,12.5,0.0,0.9427257274272571,commune
20,0.1,10000,5,12.6,0.3036696330366963,0.6426157384261575,mixed
20,0.1,10000,5,12.7,0.1296070392960704,0.803979602039796,mixed
20,0.1,10000,5,12.8,0.26971302869713026,0.6597140285971402,mixed
20,0.1,10000,5,12.9,0.03383661633836617,0.8677732226777323,mixed
20,0.1,10000,5,13.0,0.1781021897810219,0.7388461153884611,mixed
20,0.1,10000,5,13.1,0.5354064593540645,0.402939706029397,mixed
20,0.1,10000,5,13.2,0.4093790620937906,0.5157484251574843,mixed
20,0.1,10000,5,13.3,0.6535546445355465,0.2833716628337166,mixed
20,0.1,10000,5,13.4,0.694990500949905,0.24855514448555147,mixed
20,0.1,10000,5,13.5,0.6,0.32160783921607844,mixed
20,0.1,10000,5,13.6,0.8022997700229976,0.14816518348165184,mixed
20,0.1,10000,5,13.7,0.8675332466753323,0.09349065093490652,mixed
20,0.1,10000,5,13.8,0.889051094890511,0.07061293870612939,mixed
20,0.1,10000,5,13.9,0.8946505349465053,0.06887311268873113,mixed
20,0.1,10000,5,14.0,0.9133886611338866,0.05125487451254875,monopoly
20,0.1,10000,5,14.1,0.9240675932406759,0.041995800419958,monopoly
20,0.1,10000,5,14.2,0.9425057494250574,0.02541745825417458,monopoly
20,0.1,10000,5,14.3,0.9246875312468752,0.038016198380161986,monopoly
20,0.1,10000,5,14.4,0.9515048495150484,0.018958104189581042,monopoly
20,0.1,10000,5,14.5,0.9445055494450555,0.02081791820817918,monopoly
20,0.1,10000,5,14.6,0.948025197480252,0.01681831816818318,monopoly
20,0.1,10000,5,14.7,0.9557644235576443,0.01411858814118588,monopoly
20,0.1,10000,5,14.8,0.9642035796420358,0.00573942605739426,monopoly
20,0.1,10000,5,14.9,0.9599440055994399,0.01123887611238876,monopoly
20,0.1,10000,5,15.0,0.9654034596540347,0.0072992700729927005,monopoly
20,0.1,10000,5,15.1,0.9650034996500348,0.006039396060393961,monopoly
20,0.1,10000,5,15.2,0.9634836516348365,0.006319368063193681,monopoly
20,0.1,10000,5,15.3,0.9682831716828316,0.005659434056594341,monopoly
20,0.1,10000,5,15.4,0.9655834416558344,0.0061193880611938815,monopoly
20,0.1,10000,5,15.5,0.9674232576742325,0.003799620037996201,monopoly
20,0.1,10000,5,15.6,0.9681831816818317,0.003839616038396161,monopoly
20,0.1,10000,5,15.7,0.9683031696830318,0.0054194580541945805,monopoly
20,0.1,10000,5,15.8,0.9656434356564343,0.0023597640235976406,monopoly
20,0.1,10000,5,15.9,0.9638436156384362,0.00585941405859414,monopoly
20,0.1,10000,5,16.0,0.9654634536546345,0.004959504049595041,monopoly
20,0.1,10000,5,16.1,0.9648035196480352,0.003479652034796521,monopoly
20,0.1,10000,5,16.2,0.9634636536346367,0.0029997000299970002,monopoly
20,0.1,10000,5,16.3,0.9697830216978304,0.00265973402659734,monopoly
20,0.1,10000,5,16.4,0.9659234076592341,0.003479652034796521,monopoly
20,0.1,10000,5,16.5,0.972962703729627,0.00235976402359764,monopoly
20,0.1,10000,5,16.6,0.9665433456654334,0.0018598140185981404,monopoly
20,0.1,10000,5,16.7,0.972942705729427,0.0027997200279972004,monopoly
20,0.1,10000,5,16.8,0.9697430256974302,0.0021997800219978004,monopoly
20,0.1,10000,5,16.9,0.9676032396760323,0.0033796620337966203,monopoly
20,0.1,10000,5,17.0,0.9736226377362263,0.00217978202179782,monopoly
20,0.1,10000,5,17.1,0.9729627037296271,0.00101989801019898,monopoly
20,0.1,10000,5,17.2,0.9684431556844315,0.00161983801619838,monopoly
20,0.1,10000,5,17.3,0.9692230776922308,0.0014398560143985602,monopoly
20,0.1,10000,5,17.4,0.9699030096990301,0.0025797420257974205,monopoly
20,0.1,10000,5,17.5,0.9681031896810319,0.00153984601539846,monopoly
20,0.1,10000,5,17.6,0.9696230376962305,0.0014198580141985802,monopoly
20,0.1,10000,5,17.7,0.9594440555944406,0.0016798320167983201,monopoly
20,0.1,10000,5,17.8,0.9656834316568343,0.0014998500149985001,monopoly
20,0.1,10000,5,17.9,0.9686031396860315,0.00141985801419858,monopoly
20,0.1,10000,5,18.0,0.9694030596940306,0.00163983601639836,monopoly
20,0.1,10000,5,18.1,0.9699630036996301,0.0015798420157984202,monopoly
20,0.1,10000,5,18.2,0.9592840715928407,0.0011198880111988802,monopoly
20,0.1,10000,5,18.3,0.9757624237576243,0.00117988201179882,monopoly
20,0.1,10000,5,18.4,0.9653634636536348,0.00097990200979902,monopoly
20,0.1,10000,5,18.5,0.97006299370063,0.0009399060093990601,monopoly
20,0.1,10000,5,18.6,0.9728227177282273,0.0009399060093990601,monopoly
20,0.1,10000,5,18.7,0.9723427657234277,0.0011198880111988802,monopoly
20,0.1,10000,5,18.8,0.9656834316568343,0.0012398760123987602,monopoly
20,0.1,10000,5,18.9,0.9734226577342266,0.0011198880111988802,monopoly
20,0.1,10000,5,19.0,0.9599040095990402,0.0011598840115988403,monopoly
20,0.1,10000,5,19.1,0.9681031896810319,0.0015198480151984801,monopoly
20,0.1,10000,5,19.2,0.9582441755824418,0.0006799320067993201,monopoly
20,0.1,10000,5,19.3,0.9589441055894412,0.00063993600639936,monopoly
20,0.1,10000,5,19.4,0.9655634436556344,0.0010598940105989402,monopoly
20,0.1,10000,5,19.5,0.9621237876212378,0.0012598740125987402,monopoly
20,0.1,10000,5,19.6,0.9526647335266473,0.0010798920107989202,monopoly
20,0.1,10000,5,19.7,0.9576442355764424,0.000999900009999,monopoly
20,0.1,10000,5,19.8,0.9611038896110389,0.0010998900109989,monopoly
20,0.1,10000,5,19.9,0.9679232076792321,0.0010798920107989202,monopoly
20,0.1,10000,20,12.0,0.0,0.9622987701229875,commune
20,0.1,10000,20,12.1,0.0,0.957969203079692,commune
20,0.1,10000,20,12.2,0.0,0.9546945305469452,commune
20,0.1,10000,20,12.3,0.020877912208779124,0.9264223577642235,commune
20,0.1,10000,20,12.4,0.02168283171682832,0.9205179482051797,commune
20,0.1,10000,20,12.5,0.0,0.936996300369963,commune
20,0.1,10000,20,12.6,0.0,0.9345765423457653,commune
20,0.1,10000,20,12.7,0.06524347565243475,0.8602939706029398,mixed
20,0.1,10000,20,12.8,0.12276772322767722,0.8007599240075992,mixed
20,0.1,10000,20,12.9,0.17813218678132187,0.7418208179182081,mixed
20,0.1,10000,20,13.0,0.2064193580641936,0.7125737426257374,mixed
20,0.1,10000,20,13.1,0.4063943605639436,0.5215678432156785,mixed
20,0.1,10000,20,13.2,0.35435456454354564,0.5594790520947905,mixed
20,0.1,10000,20,13.3,0.5300919908009198,0.39594540545945406,mixed
20,0.1,10000,20,13.4,0.6659084091590841,0.27300769923007695,mixed
20,0.1,10000,20,13.5,0.8027197280271972,0.1466053394660534,mixed
20,0.1,10000,20,13.6,0.7965303469653032,0.1527847215278472,mixed
20,0.1,10000,20,13.7,0.8718828117188281,0.086001399860014,mixed
20,0.1,10000,20,13.8,0.9083041695830415,0.05503449655034496,monopoly
20,0.1,10000,20,13.9,0.8984551544845514,0.06285871412858715,mixed
10,0.075,10000,20,4.0,0.0,0.9999000099989995,commune
10,0.075,10000,20,4.2,0.0,0.9999000099989995,commune
10,0.075,10000,20,4.4,0.0,0.9999000099989995,commune
10,0.075,10000,20,4.6,0.0,0.9998850114988496,commune
10,0.075,10000,20,4.8,0.0,0.9998850114988498,commune
10,0.075,10000,20,5.0,0.0,0.9996850314968503,commune
10,0.075,10000,20,5.2,0.0,0.9993150684931509,commune
10,0.075,10000,20,5.4,0.0,0.9985651434856513,commune
10,0.075,10000,20,5.6,0.0,0.9962903709629035,commune
10,0.075,10000,20,5.8,0.0,0.993135686431357,commune
10,0.075,10000,20,6.0,0.0,0.9869263073692629,commune
10,0.075,10000,20,6.2,0.0,0.9762073792620738,commune
10,0.075,10000,20,6.4,0.0,0.9601289871012897,commune
10,0.075,10000,20,6.6,0.01255874412558744,0.925072492750725,commune
10,0.075,10000,20,6.8,0.27901209879012095,0.6473652634736526,mixed
10,0.075,10000,20,7.0,0.7471752824717528,0.2079392060793921,mixed
10,0.075,10000,20,7.2,0.9507049295070491,0.03116688331166883,monopoly
10,0.075,10000,20,7.4,0.956209379062094,0.025947405259474053,monopoly
10,0.075,10000,20,7.6,0.9721627837216277,0.01215878412158784,monopoly
10,0.075,10000,20,7.8,0.9789021097890209,0.00614938506149385,monopoly
10,0.075,10000,20,8.0,0.9812218778122188,0.00427957204279572,monopoly
10,0.075,10000,20,8.2,0.9830766923307671,0.002849715028497151,monopoly
10,0.075,10000,20,8.4,0.9833116688331168,0.002484751524847515,monopoly
10,0.075,10000,20,8.6,0.9861713828617138,0.0018398160183981601,monopoly
10,0.075,10000,20,8.8,0.9852214778522148,0.0013698630136986301,monopoly
10,0.075,10000,20,9.0,0.9845315468453155,0.0016748325167483251,monopoly
10,0.075,10000,20,9.2,0.9834166583341668,0.0018098190180981903,monopoly
10,0.075,10000,20,9.4,0.9844115588441156,0.00126987301269873,monopoly
10,0.075,10000,20,9.6,0.9856664333566643,0.00103989601039896,monopoly
10,0.075,10000,20,9.8,0.9855014498550145,0.001084891510848915,monopoly
10,0.075,10000,20,6.0,0.0,0.9866063393660633,commune
10,0.075,10000,20,6.1,0.0,0.982216778322168,commune
10,0.075,10000,20,6.2,0.0,0.9754474552544746,commune
10,0.075,10000,20,6.3,0.0,0.9666383361663835,commune
10,0.075,10000,20,6.4,0.0,0.957024297570243,commune
10,0.075,10000,20,6.5,0.05746925307469253,0.8927257274272572,mixed
10,0.075,10000,20,6.6,0.030076992300769923,0.9073342665733426,commune
10,0.075,10000,20,6.7,0.27431756824317566,0.6671732826717329,mixed
10,0.075,10000,20,6.8,0.375017498250175,0.5622937706229376,mixed
10,0.075,10000,20,6.9,0.4535396460353964,0.47956704329567035,mixed
10,0.075,10000,20,7.0,0.7756674332566745,0.18500649935006497,mixed
10,0.075,10000,20,7.1,0.8862013798620139,0.08882111788821118,mixed
10,0.075,10000,20,7.2,0.9173482651734828,0.05892410758924107,monopoly
10,0.075,10000,20,7.3,0.9459654034596541,0.0342915708429157,monopoly
10,0.075,10000,20,7.4,0.9605739426057394,0.022677732226777325,monopoly
10,0.075,10000,20,7.5,0.9716178382161786,0.013253674632536747,monopoly
10,0.075,10000,20,7.6,0.9747125287471252,0.009954004599540043,monopoly
10,0.075,10000,20,7.7,0.9781171882811718,0.006729327067293268,monopoly
10,0.075,10000,20,7.8,0.9782721727827216,0.006529347065293472,monopoly
10,0.075,10000,20,7.9,0.9813518648135187,0.004849515048495149,monopoly
10,0.05,10000,20,6.0,0.0,0.9996500349965002,commune
10,0.05,10000,20,6.1,0.0,0.9991300869913008,commune
10,0.05,10000,20,6.2,0.0,0.9984851514848516,commune
10,0.05,10000,20,6.3,0.0,0.997990200979902,commune
10,0.05,10000,20,6.4,0.0,0.9971252874712532,commune
10,0.05,10000,20,6.5,0.0,0.9951654834516548,commune
10,0.05,10000,20,6.6,0.0,0.9926507349265072,commune
10,0.05,10000,20,6.7,0.0,0.9902859714028596,commune
10,0.05,10000,20,6.8,0.0,0.9856064393560644,commune
10,0.05,10000,20,6.9,0.0,0.9830966903309669,commune
10,0.05,10000,20,7.0,0.010283971602839715,0.9646885311468854,commune
10,0.05,10000,20,7.1,0.03977602239776022,0.9271622837716228,commune
10,0.05,10000,20,7.2,0.2036846315368463,0.7579942005799419,mixed
10,0.05,10000,20,7.3,0.36472352764723526,0.592955704429557,mixed
10,0.05,10000,20,7.4,0.6447305269473054,0.32245275472452756,mixed
10,0.05,10000,20,7.5,0.8438656134386562,0.1318068193180682,mixed
10,0.05,10000,20,7.6,0.9262023797620238,0.055489451054894515,monopoly
10,0.05,10000,20,7.7,0.9400459954004597,0.04154084591540846,monopoly
10,0.05,10000,20,7.8,0.9633636636336366,0.020347965203479652,monopoly
10,0.05,10000,20,7.9,0.9655534446555347,0.0191030896910309,monopoly
30,0.05,10000,20,15.0,0.0,0.9999000099989995,commune
10,0.025,10000,20,6.0,0.0,1.0,commune
10,0.025,10000,20,6.1,0.0,1.0,commune
10,0.025,10000,20,6.2,0.0,1.0,commune
10,0.025,10000,20,6.3,0.0,1.0,commune
10,0.025,10000,20,6.4,0.0,1.0,commune
10,0.025,10000,20,6.5,0.0,1.0,commune
10,0.025,10000,20,6.6,0.0,1.0,commune
10,0.025,10000,20,6.7,0.0,1.0,commune
10,0.025,10000,20,6.8,0.0,1.0,commune
10,0.025,10000,20,6.9,0.0,0.9999900009998999,commune
10,0.025,10000,20,7.0,0.0,0.9999600039996001,commune
10,0.025,10000,20,7.1,0.0,0.9999000099990001,commune
10,0.025,10000,20,7.2,0.0,0.9997900209979003,commune
10,0.025,10000,20,7.3,0.0,0.9997250274972505,commune
10,0.025,10000,20,7.4,0.0,0.999200079992001,commune
10,0.025,10000,20,7.5,0.0,0.9984001599840019,commune
10,0.025,10000,20,7.6,0.0,0.9975352464753525,commune
10,0.025,10000,20,7.7,0.0,0.9949005099490051,commune
10,0.025,10000,20,7.8,0.0507999200079992,0.9405059494050596,commune
10,0.025,10000,20,7.9,0.3894510548945106,0.5951554844515548,mixed
10,0.025,10000,20,8.0,0.8107239276072391,0.1726227377262274,mixed
10,0.025,10000,20,8.1,0.8874462553744624,0.09710528947105287,mixed
10,0.025,10000,20,8.2,0.9395860413958605,0.04717028297170282,monopoly
10,0.025,10000,20,8.3,0.9623937606239377,0.023627637236276373,monopoly
10,0.025,10000,20,8.4,0.9699880011998803,0.017373262673732626,monopoly
10,0.025,10000,20,8.5,0.9734876512348765,0.013588641135886412,monopoly
10,0.025,10000,20,8.6,0.9780671932806717,0.008269173082691731,monopoly
10,0.025,10000,20,8.7,0.9782671732826715,0.008554144585541445,monopoly
10,0.025,10000,20,8.8,0.9803319668033197,0.006659334066593342,monopoly
10,0.025,10000,20,8.9,0.9806069393060695,0.006039396060393961,monopoly
10,0.025,10000,20,8.0,0.7314168583141688,0.25290970902909704,mixed
10,0.025,10000,20,8.0,0.7461553844615539,0.23479652034796522,mixed
2,0.025,10000,20,8.0,0.9908909109089091,0.0007149285071492849,monopoly
2,0.025,10000,20,8.1,0.9887661233876613,0.0007149285071492851,monopoly
2,0.025,10000,20,8.2,0.9901809819018098,0.0009349065093490651,monopoly
2,0.025,10000,20,8.3,0.9881961803819616,0.0007399260073992599,monopoly
2,0.025,10000,20,8.4,0.9887911208879112,0.000754924507549245,monopoly
2,0.025,10000,20,8.5,0.988116188381162,0.0009349065093490653,monopoly
2,0.025,10000,20,8.6,0.9887511248875113,0.0006899310068993101,monopoly
2,0.025,10000,20,8.7,0.9876112388761126,0.0006449355064493551,monopoly
2,0.025,10000,20,8.8,0.989121087891211,0.000574942505749425,monopoly
2,0.025,10000,20,8.9,0.9867013298670132,0.0005849415058494152,monopoly
2,0.1,10000,20,1.0,0.0,0.11734826517348265,unknown
2,0.1,10000,20,1.5,0.9959604039596041,0.0007099290070992901,monopoly
2,0.1,10000,20,2.0,0.9970902909709031,0.00034996500349964994,monopoly
2,0.1,10000,20,2.5,0.9974352564743525,0.000314968503149685,monopoly
2,0.1,10000,20,3.0,0.997150284971503,0.0002899710028997101,monopoly
2,0.1,10000,20,3.5,0.9975102489751023,0.00027997200279972006,monopoly
2,0.1,10000,20,4.0,0.9972502749725027,0.00017998200179982,monopoly
2,0.1,10000,20,4.5,0.9968353164683533,0.00019498050194980505,monopoly
2,0.1,10000,20,5.0,0.9964253574642535,0.0001999800019998,monopoly
2,0.1,10000,20,5.5,0.9963753624637535,0.00023497650234976505,monopoly
2,0.1,10000,20,6.0,0.996120387961204,0.00027997200279972006,monopoly
2,0.1,10000,20,6.5,0.9950604939506048,0.00020997900209979002,monopoly
2,0.1,10000,20,7.0,0.9952854714528547,0.00021997800219978,monopoly
2,0.1,10000,20,7.5,0.9954204579542045,0.00024997500249975,monopoly
2,0.1,10000,20,8.0,0.9947605239476051,0.00016998300169983,monopoly
2,0.1,10000,20,8.5,0.9944155584441556,0.00021997800219978,monopoly
